sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
A646,-73.58077844,45.49237263,-73.58086281,45.49238112,1,NORMAL,Double,A647,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A647,-73.58077844,45.49237263,-73.58081154,45.49242487,1,NORMAL,Double,A646,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A649,-73.58061787,45.49250461,-73.5807004,45.49251969,1,NORMAL,Double,A650,Sainte-Catherine,1,Régulier Payez-Partez,300,S,
A650,-73.58061787,45.49250461,-73.58065151,45.4925614,1,NORMAL,Double,A649,Sainte-Catherine,1,Régulier Payez-Partez,300,S,
A651,-73.58052374,45.49258511,-73.5806005,45.49260493,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,300,S,
A652,-73.58046618,45.4926334,-73.58055085,45.49264729,1,NORMAL,Double,A653,Sainte-Catherine,1,Régulier Payez-Partez,300,S,
A653,-73.58046618,45.4926334,-73.58050468,45.49268668,1,NORMAL,Double,A652,Sainte-Catherine,1,Régulier Payez-Partez,300,S,
A655,-73.58350427,45.4888239,-73.58354798,45.48881859,1,NORMAL,Double,A656,Tupper,0,Régulier Payez-Partez,300,S,
A656,-73.58350427,45.4888239,-73.58350164,45.4888568,1,NORMAL,Double,A655,Tupper,0,Régulier Payez-Partez,300,S,
A657,-73.58340428,45.48890616,-73.58345184,45.48889944,1,NORMAL,Double,A658,Tupper,0,Régulier Payez-Partez,300,S,
A658,-73.58340428,45.48890616,-73.58340121,45.48893983,1,NORMAL,Double,A657,Tupper,0,Régulier Payez-Partez,300,S,
A659,-73.58330507,45.48898869,-73.58335138,45.48897929,1,NORMAL,Double,A660,Tupper,0,Régulier Payez-Partez,300,S,
A660,-73.58330507,45.48898869,-73.58329755,45.48902086,1,NORMAL,Double,A659,Tupper,0,Régulier Payez-Partez,300,S,
A661,-73.58323424,45.48904677,-73.58325108,45.48906117,1,NORMAL,Simple,,Tupper,0,Régulier Payez-Partez,300,S,
A662,-73.58312017,45.48911649,-73.58319892,45.48910258,1,NORMAL,Double,A663,Tupper,0,Régulier Payez-Partez,300,S,
A663,-73.58312017,45.48911649,-73.5831483,45.48914296,1,NORMAL,Double,A662,Tupper,0,Régulier Payez-Partez,300,S,
A664,-73.58305133,45.48919081,-73.58309797,45.48918366,1,NORMAL,Double,A665,Tupper,0,Régulier Payez-Partez,300,S,
A665,-73.58305133,45.48919081,-73.58304939,45.48922142,1,NORMAL,Double,A664,Tupper,0,Régulier Payez-Partez,300,S,
A681,-73.58228934,45.48845444,-73.58225996,45.4884473,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A684,-73.58208883,45.48857037,-73.58208306,45.48851729,1,NORMAL,Double,A685,René-Lévesque,0,Régulier Payez-Partez,300,S,
A685,-73.58208883,45.48857037,-73.58201781,45.48854692,1,NORMAL,Double,A684,René-Lévesque,0,Régulier Payez-Partez,300,S,
A686,-73.58194964,45.4886327,-73.58194587,45.48857815,1,NORMAL,Double,A687,René-Lévesque,0,Régulier Payez-Partez,300,S,
A687,-73.58194964,45.4886327,-73.58187964,45.48861108,1,NORMAL,Double,A686,René-Lévesque,0,Régulier Payez-Partez,300,S,
A688,-73.58181745,45.48870008,-73.58181095,45.48864523,1,NORMAL,Double,A689,René-Lévesque,1,Régulier Payez-Partez,300,S,
A689,-73.58181745,45.48870008,-73.58174779,45.48867664,1,NORMAL,Double,A688,René-Lévesque,1,Régulier Payez-Partez,300,S,
A690,-73.58168154,45.48876537,-73.58167848,45.4887111,1,NORMAL,Double,A691,René-Lévesque,1,Régulier Payez-Partez,300,S,
A691,-73.58168154,45.48876537,-73.58160918,45.48874556,1,NORMAL,Double,A690,René-Lévesque,1,Régulier Payez-Partez,300,S,
A692,-73.58154882,45.488833,-73.58154284,45.48877594,1,NORMAL,Double,A693,René-Lévesque,0,Régulier Payez-Partez,300,S,
A693,-73.58154882,45.488833,-73.581476,45.48880918,1,NORMAL,Double,A692,René-Lévesque,0,Régulier Payez-Partez,300,S,
A694,-73.58141321,45.4888991,-73.58140915,45.48884242,1,NORMAL,Double,A695,René-Lévesque,1,Régulier Payez-Partez,300,S,
A695,-73.58141321,45.4888991,-73.5813423,45.48887565,1,NORMAL,Double,A694,René-Lévesque,1,Régulier Payez-Partez,300,S,
A696,-73.58127744,45.48896398,-73.58127545,45.48890889,1,NORMAL,Double,A697,René-Lévesque,1,Régulier Payez-Partez,300,S,
A697,-73.58127744,45.48896398,-73.58120594,45.48894345,1,NORMAL,Double,A696,René-Lévesque,1,Régulier Payez-Partez,300,S,
A698,-73.58114348,45.48903156,-73.58114155,45.48897547,1,NORMAL,Double,A699,René-Lévesque,1,Régulier Payez-Partez,300,S,
A699,-73.58114348,45.48903156,-73.58108024,45.48900595,1,NORMAL,Double,A698,René-Lévesque,1,Régulier Payez-Partez,300,S,
A700,-73.58270588,45.48808779,-73.58273544,45.48809659,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A703,-73.58251775,45.48814568,-73.58255661,45.48814997,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A704,-73.58244447,45.48816731,-73.58248849,45.48817086,1,NORMAL,Double,A705,René-Lévesque,0,Régulier Payez-Partez,300,S,
A705,-73.58244447,45.48816731,-73.58241849,45.48819142,1,NORMAL,Double,A704,René-Lévesque,0,Régulier Payez-Partez,300,S,
A706,-73.58230455,45.48821236,-73.58234545,45.4882144,1,NORMAL,Double,A707,René-Lévesque,0,Régulier Payez-Partez,300,S,
A707,-73.58230455,45.48821236,-73.58227792,45.4882369,1,NORMAL,Double,A706,René-Lévesque,0,Régulier Payez-Partez,300,S,
A708,-73.58216688,45.48826057,-73.58220872,45.48826083,1,NORMAL,Double,A709,René-Lévesque,1,Régulier Payez-Partez,300,S,
A709,-73.58216688,45.48826057,-73.58214802,45.48828394,1,NORMAL,Double,A708,René-Lévesque,1,Régulier Payez-Partez,300,S,
A711,-73.58197864,45.48832187,-73.58198775,45.48834762,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A714,-73.58175462,45.48843433,-73.58179952,45.48842844,1,NORMAL,Double,A715,René-Lévesque,1,Régulier Payez-Partez,300,S,
A715,-73.58175462,45.48843433,-73.58173093,45.48846121,1,NORMAL,Double,A714,René-Lévesque,1,Régulier Payez-Partez,300,S,
A716,-73.58137191,45.48861691,-73.58140371,45.48862383,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A717,-73.58129195,45.4886566,-73.58133927,45.48865468,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A718,-73.58122752,45.48869146,-73.58127362,45.48868811,1,NORMAL,Double,A719,René-Lévesque,0,Régulier Payez-Partez,300,S,
A719,-73.58122752,45.48869146,-73.58120691,45.48872049,1,NORMAL,Double,A718,René-Lévesque,0,Régulier Payez-Partez,300,S,
A720,-73.58116121,45.48872575,-73.58113966,45.48875559,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A721,-73.58102446,45.48878778,-73.58107486,45.48878789,1,NORMAL,Double,A722,René-Lévesque,0,Régulier Payez-Partez,300,S,
A722,-73.58102446,45.48878778,-73.58100899,45.48881911,1,NORMAL,Double,A721,René-Lévesque,0,Régulier Payez-Partez,300,S,
A726,-73.58071052,45.4889456,-73.58075373,45.48894459,1,NORMAL,Double,A727,René-Lévesque,0,Régulier Payez-Partez,300,S,
A727,-73.58071052,45.4889456,-73.58069349,45.48897614,1,NORMAL,Double,A726,René-Lévesque,0,Régulier Payez-Partez,300,S,
A728,-73.58063853,45.48898223,-73.58063421,45.4890049,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A731,-73.58038161,45.48910993,-73.58042712,45.48910763,1,NORMAL,Double,A732,René-Lévesque,0,Régulier Payez-Partez,300,S,
A732,-73.58038161,45.48910993,-73.58035745,45.48914286,1,NORMAL,Double,A731,René-Lévesque,0,Régulier Payez-Partez,300,S,
A733,-73.58027795,45.48916185,-73.58029673,45.48917503,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A736,-73.58004255,45.48928424,-73.58007763,45.48928894,1,NORMAL,Double,A737,René-Lévesque,0,Régulier Payez-Partez,300,S,
A737,-73.58004255,45.48928424,-73.58002368,45.48931599,1,NORMAL,Double,A736,René-Lévesque,0,Régulier Payez-Partez,300,S,
A738,-73.57991935,45.4893489,-73.57996035,45.4893487,1,NORMAL,Double,A739,René-Lévesque,0,Régulier Payez-Partez,300,S,
A739,-73.57991935,45.4893489,-73.57990091,45.48937839,1,NORMAL,Double,A738,René-Lévesque,0,Régulier Payez-Partez,300,S,
A740,-73.57979549,45.48941316,-73.57983944,45.4894115,1,NORMAL,Double,A741,René-Lévesque,0,Régulier Payez-Partez,300,S,
A741,-73.57979549,45.48941316,-73.57977554,45.48944406,1,NORMAL,Double,A740,René-Lévesque,0,Régulier Payez-Partez,300,S,
A742,-73.57967132,45.48947757,-73.5797151,45.48947411,1,NORMAL,Double,A743,René-Lévesque,0,Régulier Payez-Partez,300,S,
A743,-73.57967132,45.48947757,-73.57965176,45.4895056,1,NORMAL,Double,A742,René-Lévesque,0,Régulier Payez-Partez,300,S,
A744,-73.57954806,45.48954212,-73.57959181,45.48953779,1,NORMAL,Double,A745,René-Lévesque,0,Régulier Payez-Partez,300,S,
A745,-73.57954806,45.48954212,-73.57952628,45.48957087,1,NORMAL,Double,A744,René-Lévesque,0,Régulier Payez-Partez,300,S,
A748,-73.57929338,45.48966727,-73.57934353,45.48966561,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A749,-73.57923709,45.4896993,-73.57928001,45.48969932,1,NORMAL,Double,A750,René-Lévesque,0,Régulier Payez-Partez,300,S,
A750,-73.57923709,45.4896993,-73.57921746,45.48973066,1,NORMAL,Double,A749,René-Lévesque,0,Régulier Payez-Partez,300,S,
A751,-73.57916951,45.48973316,-73.57916195,45.48975826,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
A753,-73.5789817,45.48983082,-73.57902565,45.48982769,1,NORMAL,Double,A754,René-Lévesque,0,Régulier Payez-Partez,300,S,
A754,-73.5789817,45.48983082,-73.57896638,45.489859,1,NORMAL,Double,A753,René-Lévesque,0,Régulier Payez-Partez,300,S,
A762,-73.58763341,45.49097856,-73.58761383,45.49103442,1,NORMAL,Double,A763,Atwater,1,Régulier Payez-Partez,300,S,
A763,-73.58763341,45.49097856,-73.58755171,45.4909981,1,NORMAL,Double,A762,Atwater,1,Régulier Payez-Partez,300,S,
A764,-73.5875022,45.49090314,-73.58748617,45.49096069,1,NORMAL,Double,A765,Atwater,1,Régulier Payez-Partez,300,S,
A765,-73.5875022,45.49090314,-73.58742127,45.49092274,1,NORMAL,Double,A764,Atwater,1,Régulier Payez-Partez,300,S,
A766,-73.58737072,45.49082551,-73.58735637,45.49088479,1,NORMAL,Double,A767,Atwater,1,Régulier Payez-Partez,300,S,
A767,-73.58737072,45.49082551,-73.58729733,45.49085028,1,NORMAL,Double,A766,Atwater,1,Régulier Payez-Partez,300,S,
A769,-73.58718396,45.49071691,-73.58716309,45.49077178,1,NORMAL,Double,A770,Atwater,1,Régulier Payez-Partez,300,S,
A770,-73.58718396,45.49071691,-73.58710764,45.49073936,1,NORMAL,Double,A769,Atwater,1,Régulier Payez-Partez,300,S,
A771,-73.58706406,45.49064672,-73.58704761,45.49070426,1,NORMAL,Double,A772,Atwater,1,Régulier Payez-Partez,300,S,
A772,-73.58706406,45.49064672,-73.58698758,45.49066916,1,NORMAL,Double,A771,Atwater,1,Régulier Payez-Partez,300,S,
A773,-73.58694394,45.49057745,-73.58692756,45.49063406,1,NORMAL,Double,A774,Atwater,1,Régulier Payez-Partez,300,S,
A774,-73.58694394,45.49057745,-73.58686753,45.49059897,1,NORMAL,Double,A773,Atwater,1,Régulier Payez-Partez,300,S,
A775,-73.58682414,45.49050632,-73.58680751,45.49056387,1,NORMAL,Double,A776,Atwater,1,Régulier Payez-Partez,300,S,
A776,-73.58682414,45.49050632,-73.58674749,45.49052877,1,NORMAL,Double,A775,Atwater,1,Régulier Payez-Partez,300,S,
A777,-73.58670404,45.49043604,-73.58668746,45.49049367,1,NORMAL,Double,A778,Atwater,1,Régulier Payez-Partez,300,S,
A778,-73.58670404,45.49043604,-73.58662744,45.49045857,1,NORMAL,Double,A777,Atwater,1,Régulier Payez-Partez,300,S,
A779,-73.58658401,45.49036642,-73.58656741,45.49042347,1,NORMAL,Double,A780,Atwater,1,Régulier Payez-Partez,300,S,
A780,-73.58658401,45.49036642,-73.58650739,45.49038838,1,NORMAL,Double,A779,Atwater,1,Régulier Payez-Partez,300,S,
A781,-73.58646537,45.49029683,-73.58644736,45.49035328,1,NORMAL,Simple,,Atwater,1,Régulier Payez-Partez,300,S,
A782,-73.58639912,45.49025678,-73.58638734,45.49031818,1,NORMAL,Double,A783,Atwater,1,Régulier Payez-Partez,300,S,
A783,-73.58639912,45.49025678,-73.58632731,45.49028308,1,NORMAL,Double,A782,Atwater,1,Régulier Payez-Partez,300,S,
A794,-73.5873227,45.49109446,-73.58736739,45.49109553,1,NORMAL,Double,A795,Atwater,1,Régulier Payez-Partez,300,S,
A795,-73.5873227,45.49109446,-73.5873099,45.49106192,1,NORMAL,Double,A794,Atwater,1,Régulier Payez-Partez,300,S,
A796,-73.58717069,45.49105453,-73.58725103,45.4910275,1,NORMAL,Double,A797,Atwater,1,Régulier Payez-Partez,300,S,
A797,-73.58717069,45.49105453,-73.58719216,45.49099307,1,NORMAL,Double,A796,Atwater,1,Régulier Payez-Partez,300,S,
A798,-73.58705248,45.49098569,-73.58713329,45.49095865,1,NORMAL,Double,A799,Atwater,1,Régulier Payez-Partez,300,S,
A799,-73.58705248,45.49098569,-73.58707442,45.49092423,1,NORMAL,Double,A798,Atwater,1,Régulier Payez-Partez,300,S,
A800,-73.58698559,45.49094582,-73.58701679,45.49089053,1,NORMAL,Simple,,Atwater,1,Régulier Payez-Partez,300,S,
A804,-73.58655957,45.49069482,-73.58659966,45.49064549,1,NORMAL,Simple,,Atwater,1,Régulier Payez-Partez,300,S,
A805,-73.58645766,45.49063249,-73.58654034,45.4906108,1,NORMAL,Double,A806,Atwater,1,Régulier Payez-Partez,300,S,
A806,-73.58645766,45.49063249,-73.58647616,45.49057328,1,NORMAL,Double,A805,Atwater,1,Régulier Payez-Partez,300,S,
A807,-73.58633428,45.49056063,-73.58641435,45.49053714,1,NORMAL,Double,A808,Atwater,0,Régulier Payez-Partez,300,S,
A808,-73.58633428,45.49056063,-73.58636568,45.49050868,1,NORMAL,Double,A807,Atwater,0,Régulier Payez-Partez,300,S,
A887,-73.58311514,45.49112156,-73.58310809,45.49116583,1,NORMAL,Double,A888,Chomedey,1,Régulier Payez-Partez,300,S,
A888,-73.58311514,45.49112156,-73.58304985,45.49113246,1,NORMAL,Double,A887,Chomedey,1,Régulier Payez-Partez,300,S,
A889,-73.58297769,45.49106972,-73.58299063,45.49109764,1,NORMAL,Double,A890,Chomedey,1,Régulier Payez-Partez,300,S,
A890,-73.58297769,45.49106972,-73.58293079,45.49106334,1,NORMAL,Double,A889,Chomedey,1,Régulier Payez-Partez,300,S,
A891,-73.58285901,45.49100283,-73.58287095,45.49102905,1,NORMAL,Double,A892,Chomedey,1,Régulier Payez-Partez,300,S,
A892,-73.58285901,45.49100283,-73.58281182,45.49099516,1,NORMAL,Double,A891,Chomedey,1,Régulier Payez-Partez,300,S,
A893,-73.58294168,45.49123025,-73.58298974,45.49120925,1,NORMAL,Simple,,Chomedey,1,Régulier Payez-Partez,300,S,
A894,-73.58286277,45.49118219,-73.58292866,45.49117425,1,NORMAL,Double,A895,Chomedey,1,Régulier Payez-Partez,300,S,
A895,-73.58286277,45.49118219,-73.58286604,45.49113836,1,NORMAL,Double,A894,Chomedey,1,Régulier Payez-Partez,300,S,
A896,-73.58273429,45.49111687,-73.58280456,45.49110312,1,NORMAL,Double,A897,Chomedey,1,Régulier Payez-Partez,300,S,
A897,-73.58273429,45.49111687,-73.5827416,45.49106704,1,NORMAL,Double,A896,Chomedey,1,Régulier Payez-Partez,300,S,
A898,-73.58127825,45.49183137,-73.58132926,45.49182353,1,NORMAL,Simple,,Fort,0,Régulier Payez-Partez,300,S,
A899,-73.58121294,45.49179342,-73.58127266,45.49179071,1,NORMAL,Double,A900,Fort,0,Régulier Payez-Partez,300,S,
A900,-73.58121294,45.49179342,-73.58120702,45.49175266,1,NORMAL,Double,A899,Fort,0,Régulier Payez-Partez,300,S,
A904,-73.58094557,45.49163597,-73.58094559,45.49159953,1,NORMAL,Simple,,Fort,1,Régulier Payez-Partez,300,S,
A905,-73.58083523,45.4915655,-73.58088516,45.49156449,1,NORMAL,Double,A906,Fort,1,Régulier Payez-Partez,300,S,
A906,-73.58083523,45.4915655,-73.58082695,45.49153074,1,NORMAL,Double,A905,Fort,1,Régulier Payez-Partez,300,S,
A907,-73.58127253,45.49243356,-73.5812664,45.49247446,1,NORMAL,Double,A908,Towers,0,Régulier Payez-Partez,300,S,
A908,-73.58127253,45.49243356,-73.58121141,45.49244257,1,NORMAL,Double,A907,Towers,0,Régulier Payez-Partez,300,S,
A909,-73.58115904,45.49236941,-73.58115641,45.49241068,1,NORMAL,Simple,,Towers,0,Régulier Payez-Partez,300,S,
A912,-73.58114967,45.49253196,-73.5812083,45.49252403,1,NORMAL,Double,A913,Towers,1,Régulier Payez-Partez,300,S,
A913,-73.58114967,45.49253196,-73.58114926,45.4924898,1,NORMAL,Double,A912,Towers,1,Régulier Payez-Partez,300,S,
A914,-73.58105388,45.49247653,-73.58109252,45.49245691,1,NORMAL,Simple,,Towers,1,Régulier Payez-Partez,300,S,
A915,-73.58091105,45.4930033,-73.58086262,45.49302364,1,NORMAL,Simple,,Saint-Marc,0,Régulier Payez-Partez,300,S,
A916,-73.58081986,45.49295073,-73.58080593,45.49299077,1,NORMAL,Simple,,Saint-Marc,0,Régulier Payez-Partez,300,S,
A917,-73.58074773,45.49290913,-73.5807453,45.49295562,1,NORMAL,Simple,,Saint-Marc,0,Régulier Payez-Partez,300,S,
A920,-73.5803102,45.49265243,-73.58030211,45.49269866,1,NORMAL,Double,A921,Saint-Marc,0,Régulier Payez-Partez,300,S,
A921,-73.5803102,45.49265243,-73.58024307,45.49266444,1,NORMAL,Double,A920,Saint-Marc,0,Régulier Payez-Partez,300,S,
A922,-73.58019225,45.49258319,-73.58018403,45.49263021,1,NORMAL,Double,A923,Saint-Marc,1,Régulier Payez-Partez,300,S,
A923,-73.58019225,45.49258319,-73.580125,45.49259598,1,NORMAL,Double,A922,Saint-Marc,1,Régulier Payez-Partez,300,S,
A924,-73.58007496,45.49251371,-73.58006596,45.49256175,1,NORMAL,Simple,,Saint-Marc,1,Régulier Payez-Partez,300,S,
A925,-73.58001572,45.49247928,-73.58000692,45.49252752,1,NORMAL,Double,A926,Saint-Marc,1,Régulier Payez-Partez,300,S,
A926,-73.58001572,45.49247928,-73.57995205,45.49249571,1,NORMAL,Double,A925,Saint-Marc,1,Régulier Payez-Partez,300,S,
A936,-73.58180483,45.49519764,-73.58179934,45.49524437,1,NORMAL,Double,A937,Saint-Mathieu,1,Régulier Payez-Partez,300,S,
A937,-73.58180483,45.49519764,-73.58174012,45.49520967,1,NORMAL,Double,A936,Saint-Mathieu,1,Régulier Payez-Partez,300,S,
A938,-73.58168549,45.49512941,-73.58168165,45.49517542,1,NORMAL,Simple,,Saint-Mathieu,1,Régulier Payez-Partez,300,S,
A944,-73.58242023,45.48990731,-73.58239519,45.48986357,1,NORMAL,Double,A945,Tupper,1,Régulier Payez-Partez,300,S,
A945,-73.58242023,45.48990731,-73.58235416,45.48989652,1,NORMAL,Double,A944,Tupper,1,Régulier Payez-Partez,300,S,
A947,-73.58228783,45.49001269,-73.58226892,45.48996498,1,NORMAL,Double,A948,Tupper,1,Régulier Payez-Partez,300,S,
A948,-73.58228783,45.49001269,-73.58221931,45.49000483,1,NORMAL,Double,A947,Tupper,1,Régulier Payez-Partez,300,S,
A949,-73.58218693,45.4900943,-73.58216815,45.49004591,1,NORMAL,Double,A950,Tupper,1,Régulier Payez-Partez,300,S,
A950,-73.58218693,45.4900943,-73.58211699,45.490087,1,NORMAL,Double,A949,Tupper,1,Régulier Payez-Partez,300,S,
A959,-73.58233985,45.49226422,-73.5823349,45.49229962,1,NORMAL,Double,A960,Fort,0,Régulier Payez-Partez,300,S,
A960,-73.58233985,45.49226422,-73.58228143,45.49226841,1,NORMAL,Double,A959,Fort,0,Régulier Payez-Partez,300,S,
A961,-73.5822189,45.49219402,-73.58222177,45.4922336,1,NORMAL,Double,A962,Fort,0,Régulier Payez-Partez,300,S,
A962,-73.5822189,45.49219402,-73.58216348,45.49219957,1,NORMAL,Double,A961,Fort,0,Régulier Payez-Partez,300,S,
A963,-73.58212417,45.49213868,-73.58210786,45.49216711,1,NORMAL,Simple,,Fort,0,Régulier Payez-Partez,300,S,
A972,-73.58439726,45.48950567,-73.58440004,45.48947226,1,NORMAL,Double,A973,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A973,-73.58439726,45.48950567,-73.58435108,45.48951388,1,NORMAL,Double,A972,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A974,-73.58429954,45.48958895,-73.58430211,45.4895555,1,NORMAL,Double,A975,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A975,-73.58429954,45.48958895,-73.58425315,45.48959712,1,NORMAL,Double,A974,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A976,-73.58420182,45.48967224,-73.58420418,45.48963874,1,NORMAL,Double,A977,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A977,-73.58420182,45.48967224,-73.58415521,45.48968036,1,NORMAL,Double,A976,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A978,-73.5841041,45.48975552,-73.58410625,45.48972198,1,NORMAL,Double,A979,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A979,-73.5841041,45.48975552,-73.58405728,45.4897636,1,NORMAL,Double,A978,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A980,-73.58400638,45.4898388,-73.58400911,45.48980565,1,NORMAL,Double,A981,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A981,-73.58400638,45.4898388,-73.58396014,45.48984727,1,NORMAL,Double,A980,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A982,-73.58390866,45.48992208,-73.58391117,45.48988889,1,NORMAL,Double,A983,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A983,-73.58390866,45.48992208,-73.58386221,45.48993051,1,NORMAL,Double,A982,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A984,-73.58381094,45.49000536,-73.58381324,45.48997213,1,NORMAL,Double,A985,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A985,-73.58381094,45.49000536,-73.58376427,45.49001375,1,NORMAL,Double,A984,Sainte-Catherine,0,Régulier Payez-Partez,300,S,
A989,-73.5812188,45.48940192,-73.58125604,45.48937744,1,NORMAL,Simple,,Sussex,1,Régulier Payez-Partez,300,S,
A990,-73.58113308,45.48936211,-73.58119407,45.48934828,1,NORMAL,Double,A991,Sussex,1,Régulier Payez-Partez,300,S,
A991,-73.58113308,45.48936211,-73.58112811,45.48931725,1,NORMAL,Double,A990,Sussex,1,Régulier Payez-Partez,300,S,
A992,-73.58100162,45.48929968,-73.58106215,45.48928622,1,NORMAL,Double,A993,Sussex,1,Régulier Payez-Partez,300,S,
A993,-73.58100162,45.48929968,-73.58099196,45.48925285,1,NORMAL,Double,A992,Sussex,1,Régulier Payez-Partez,300,S,
A994,-73.58092302,45.48926268,-73.58093312,45.48922431,1,NORMAL,Simple,,Sussex,1,Régulier Payez-Partez,300,S,
AB121,-73.65471166,45.53854977,-73.65466959,45.53856355,1,HANDICAPÉ,Simple,,Chabanel,0,Régulier Payez-Partez,200,S,
